apartment_id,monthyearday,type,consumption
1,11202016,Kitchen_optima_faucet,3.772727272727273
1,11202016,Optima_faucet,6.095238095238095
1,11202016,Washing_machine,45.0
1,11202017,Dishwasher,15.0
1,11202017,Hydractiva_shower,30.5
1,11202017,Kitchen_optima_faucet,4.583333333333333
1,11202017,Optima_faucet,6.85
1,11202017,Washing_machine,47.5
1,11202018,Dishwasher,15.0
1,11202018,Hydractiva_shower,24.6
1,11202018,Kitchen_optima_faucet,4.9655172413793105
1,11202018,Optima_faucet,5.545454545454546
1,11202018,Washing_machine,40.0
1,11202019,Dishwasher,15.0
1,11202019,Hydractiva_shower,37.25
1,11202019,Kitchen_optima_faucet,4.913043478260869
1,11202019,Optima_faucet,6.411764705882353
1,11202019,Washing_machine,50.0
1,1120202,Dishwasher,15.0
1,1120202,Hydractiva_shower,25.333333333333332
1,1120202,Kitchen_optima_faucet,4.428571428571429
1,1120202,Optima_faucet,6.884615384615385
1,1120202,Washing_machine,50.0
1,11202020,Dishwasher,15.0
1,11202020,Hydractiva_shower,40.0
1,11202020,Kitchen_optima_faucet,4.15
1,11202020,Optima_faucet,6.615384615384615
1,11202020,Washing_machine,53.333333333333336
1,11202021,Dishwasher,15.0
1,11202021,Hydractiva_shower,52.0
1,11202021,Kitchen_optima_faucet,5.142857142857143
1,11202021,Optima_faucet,6.173913043478261
1,11202021,Washing_machine,60.0
1,11202022,Dishwasher,15.0
1,11202022,Kitchen_optima_faucet,4.5
1,11202022,Optima_faucet,6.1923076923076925
1,11202022,Washing_machine,50.0
1,11202023,Dishwasher,15.0
1,11202023,Hydractiva_shower,30.6
1,11202023,Kitchen_optima_faucet,4.545454545454546
1,11202023,Optima_faucet,7.434782608695652
1,11202023,Washing_machine,50.0
1,11202024,Dishwasher,15.0
1,11202024,Hydractiva_shower,35.5
1,11202024,Kitchen_optima_faucet,5.6521739130434785
1,11202024,Optima_faucet,6.0
1,11202025,Hydractiva_shower,39.5
1,11202025,Kitchen_optima_faucet,4.933333333333334
1,11202025,Optima_faucet,6.086956521739131
1,11202025,Washing_machine,60.0
1,11202026,Dishwasher,15.0
1,11202026,Hydractiva_shower,27.25
1,11202026,Kitchen_optima_faucet,5.3478260869565215
1,11202026,Optima_faucet,6.6521739130434785
1,11202027,Hydractiva_shower,44.0
1,11202027,Kitchen_optima_faucet,4.7727272727272725
1,11202027,Optima_faucet,5.173913043478261
1,11202027,Washing_machine,46.666666666666664
1,11202028,Dishwasher,15.0
1,11202028,Kitchen_optima_faucet,5.444444444444445
1,11202028,Optima_faucet,6.346153846153846
1,11202028,Washing_machine,56.666666666666664
1,11202029,Dishwasher,15.0
1,11202029,Hydractiva_shower,49.0
1,11202029,Kitchen_optima_faucet,5.05
1,11202029,Optima_faucet,6.4
1,11202029,Washing_machine,40.0
1,1120203,Dishwasher,15.0
1,1120203,Hydractiva_shower,34.75
1,1120203,Kitchen_optima_faucet,5.88
1,1120203,Optima_faucet,7.25
1,1120203,Washing_machine,55.0
1,11202030,Hydractiva_shower,27.333333333333332
1,11202030,Kitchen_optima_faucet,5.68
1,11202030,Optima_faucet,5.761904761904762
1,11202030,Washing_machine,50.0
1,1120204,Dishwasher,15.0
1,1120204,Hydractiva_shower,40.0
1,1120204,Kitchen_optima_faucet,4.964285714285714
1,1120204,Optima_faucet,6.115384615384615
1,1120204,Washing_machine,46.666666666666664
1,1120205,Hydractiva_shower,35.6
1,1120205,Kitchen_optima_faucet,5.583333333333333
1,1120205,Optima_faucet,7.0
1,1120206,Dishwasher,15.0
1,1120206,Hydractiva_shower,21.0
1,1120206,Kitchen_optima_faucet,4.863636363636363
1,1120206,Optima_faucet,6.260869565217392
1,1120207,Hydractiva_shower,32.0
1,1120207,Kitchen_optima_faucet,4.666666666666667
1,1120207,Optima_faucet,5.76
1,1120207,Washing_machine,60.0
1,1120208,Hydractiva_shower,43.0
1,1120208,Kitchen_optima_faucet,5.0
1,1120208,Optima_faucet,6.071428571428571
1,1120208,Washing_machine,50.0
1,1120209,Dishwasher,15.0
1,1120209,Hydractiva_shower,36.833333333333336
1,1120209,Kitchen_optima_faucet,5.391304347826087
1,1120209,Optima_faucet,6.0
1,120201,Dishwasher,15.0
1,120201,Hydractiva_shower,35.0
1,120201,Kitchen_optima_faucet,4.6521739130434785
1,120201,Optima_faucet,6.0
1,120201,Washing_machine,40.0
1,1202010,Dishwasher,15.0
1,1202010,Kitchen_optima_faucet,4.96875
1,1202010,Optima_faucet,6.529411764705882
1,1202010,Washing_machine,50.0
1,1202011,Dishwasher,15.0
1,1202011,Hydractiva_shower,31.0
1,1202011,Kitchen_optima_faucet,4.947368421052632
1,1202011,Optima_faucet,6.607142857142857
1,1202012,Dishwasher,15.0
1,1202012,Kitchen_optima_faucet,4.75
1,1202012,Optima_faucet,5.266666666666667
1,1202012,Washing_machine,40.0
1,1202013,Dishwasher,15.0
1,1202013,Hydractiva_shower,25.0
1,1202013,Kitchen_optima_faucet,5.826086956521739
1,1202013,Optima_faucet,6.478260869565218
1,1202014,Dishwasher,15.0
1,1202014,Hydractiva_shower,16.0
1,1202014,Kitchen_optima_faucet,6.448275862068965
1,1202014,Optima_faucet,6.434782608695652
1,1202014,Washing_machine,50.0
1,1202015,Dishwasher,15.0
1,1202015,Hydractiva_shower,25.0
1,1202015,Kitchen_optima_faucet,6.37037037037037
1,1202015,Optima_faucet,5.4
1,1202015,Washing_machine,45.0
1,1202016,Dishwasher,15.0
1,1202016,Kitchen_optima_faucet,6.238095238095238
1,1202016,Optima_faucet,5.619047619047619
1,1202016,Washing_machine,40.0
1,1202017,Dishwasher,15.0
1,1202017,Hydractiva_shower,42.0
1,1202017,Kitchen_optima_faucet,4.375
1,1202017,Optima_faucet,6.142857142857143
1,1202017,Washing_machine,50.0
1,1202018,Dishwasher,15.0
1,1202018,Hydractiva_shower,33.0
1,1202018,Kitchen_optima_faucet,5.954545454545454
1,1202018,Optima_faucet,5.863636363636363
1,1202018,Washing_machine,60.0
1,1202019,Dishwasher,15.0
1,1202019,Hydractiva_shower,17.0
1,1202019,Kitchen_optima_faucet,5.142857142857143
1,1202019,Optima_faucet,6.434782608695652
1,1202019,Washing_machine,55.0
1,120202,Dishwasher,15.0
1,120202,Kitchen_optima_faucet,6.222222222222222
1,120202,Optima_faucet,5.9375
1,120202,Washing_machine,46.666666666666664
1,1202020,Dishwasher,15.0
1,1202020,Hydractiva_shower,41.0
1,1202020,Kitchen_optima_faucet,5.5
1,1202020,Optima_faucet,5.842105263157895
1,1202020,Washing_machine,55.0
1,1202021,Dishwasher,15.0
1,1202021,Hydractiva_shower,28.75
1,1202021,Kitchen_optima_faucet,4.333333333333333
1,1202021,Optima_faucet,5.769230769230769
1,1202021,Washing_machine,50.0
1,1202022,Dishwasher,15.0
1,1202022,Hydractiva_shower,42.5
1,1202022,Kitchen_optima_faucet,5.434782608695652
1,1202022,Optima_faucet,5.625
1,1202022,Washing_machine,45.0
1,1202023,Dishwasher,15.0
1,1202023,Hydractiva_shower,31.25
1,1202023,Kitchen_optima_faucet,5.761904761904762
1,1202023,Optima_faucet,5.6
1,1202023,Washing_machine,50.0
1,1202024,Dishwasher,15.0
1,1202024,Hydractiva_shower,38.0
1,1202024,Kitchen_optima_faucet,4.173913043478261
1,1202024,Optima_faucet,5.416666666666667
1,1202024,Washing_machine,50.0
1,1202025,Dishwasher,15.0
1,1202025,Hydractiva_shower,21.285714285714285
1,1202025,Kitchen_optima_faucet,6.08
1,1202025,Optima_faucet,6.590909090909091
1,1202025,Washing_machine,60.0
1,1202026,Dishwasher,15.0
1,1202026,Hydractiva_shower,31.0
1,1202026,Kitchen_optima_faucet,4.0
1,1202026,Optima_faucet,5.625
1,1202026,Washing_machine,60.0
1,1202027,Dishwasher,15.0
1,1202027,Hydractiva_shower,42.2
1,1202027,Kitchen_optima_faucet,6.2727272727272725
1,1202027,Optima_faucet,5.32
1,1202027,Washing_machine,55.0
1,1202028,Dishwasher,15.0
1,1202028,Hydractiva_shower,36.5
1,1202028,Kitchen_optima_faucet,4.894736842105263
1,1202028,Optima_faucet,7.136363636363637
1,1202029,Dishwasher,15.0
1,1202029,Hydractiva_shower,18.333333333333332
1,1202029,Kitchen_optima_faucet,4.636363636363637
1,1202029,Optima_faucet,6.181818181818182
1,1202029,Washing_machine,50.0
1,120203,Dishwasher,15.0
1,120203,Hydractiva_shower,24.0
1,120203,Kitchen_optima_faucet,4.619047619047619
1,120203,Optima_faucet,6.357142857142857
1,120203,Washing_machine,40.0
1,1202030,Dishwasher,15.0
1,1202030,Hydractiva_shower,27.0
1,1202030,Kitchen_optima_faucet,5.238095238095238
1,1202030,Optima_faucet,6.2105263157894735
1,1202030,Washing_machine,50.0
1,1202031,Dishwasher,15.0
1,1202031,Hydractiva_shower,47.0
1,1202031,Kitchen_optima_faucet,5.482758620689655
1,1202031,Optima_faucet,6.333333333333333
1,120204,Dishwasher,15.0
1,120204,Hydractiva_shower,27.5
1,120204,Kitchen_optima_faucet,5.071428571428571
1,120204,Optima_faucet,5.95
1,120204,Washing_machine,60.0
1,120205,Hydractiva_shower,34.333333333333336
1,120205,Kitchen_optima_faucet,4.592592592592593
1,120205,Optima_faucet,7.666666666666667
1,120205,Washing_machine,45.0
1,120206,Hydractiva_shower,27.0
1,120206,Kitchen_optima_faucet,4.25
1,120206,Optima_faucet,6.7894736842105265
1,120206,Washing_machine,60.0
1,120207,Dishwasher,15.0
1,120207,Hydractiva_shower,21.333333333333332
1,120207,Kitchen_optima_faucet,4.933333333333334
1,120207,Optima_faucet,5.523809523809524
1,120207,Washing_machine,60.0
1,120208,Dishwasher,15.0
1,120208,Hydractiva_shower,29.0
1,120208,Kitchen_optima_faucet,5.46875
1,120208,Optima_faucet,6.266666666666667
1,120208,Washing_machine,55.0
1,120209,Dishwasher,15.0
1,120209,Hydractiva_shower,16.333333333333332
1,120209,Kitchen_optima_faucet,5.733333333333333
1,120209,Optima_faucet,5.7407407407407405
1,1220201,Dishwasher,15.0
1,1220201,Hydractiva_shower,30.0
1,1220201,Kitchen_optima_faucet,5.033333333333333
1,1220201,Optima_faucet,5.8076923076923075
1,1220201,Washing_machine,55.0
1,12202010,Dishwasher,15.0
1,12202010,Hydractiva_shower,18.75
1,12202010,Kitchen_optima_faucet,5.052631578947368
1,12202010,Optima_faucet,6.086956521739131
1,12202010,Washing_machine,50.0
1,12202011,Dishwasher,15.0
1,12202011,Hydractiva_shower,24.333333333333332
1,12202011,Kitchen_optima_faucet,5.217391304347826
1,12202011,Optima_faucet,6.615384615384615
1,12202011,Washing_machine,50.0
1,12202012,Hydractiva_shower,26.25
1,12202012,Kitchen_optima_faucet,4.777777777777778
1,12202012,Optima_faucet,5.608695652173913
1,12202012,Washing_machine,55.0
1,12202013,Dishwasher,15.0
1,12202013,Hydractiva_shower,25.25
1,12202013,Kitchen_optima_faucet,6.7727272727272725
1,12202013,Optima_faucet,6.384615384615385
1,12202014,Dishwasher,15.0
1,12202014,Hydractiva_shower,32.5
1,12202014,Kitchen_optima_faucet,4.5
1,12202014,Optima_faucet,6.333333333333333
1,12202015,Hydractiva_shower,44.5
1,12202015,Kitchen_optima_faucet,5.15
1,12202015,Optima_faucet,7.666666666666667
1,12202016,Dishwasher,15.0
1,12202016,Hydractiva_shower,24.5
1,12202016,Kitchen_optima_faucet,7.5
1,12202016,Optima_faucet,7.148148148148148
1,12202016,Washing_machine,50.0
1,12202017,Dishwasher,15.0
1,12202017,Hydractiva_shower,9.0
1,12202017,Kitchen_optima_faucet,5.2
1,12202017,Optima_faucet,6.870967741935484
1,12202017,Washing_machine,60.0
1,12202018,Hydractiva_shower,41.5
1,12202018,Kitchen_optima_faucet,4.476190476190476
1,12202018,Optima_faucet,5.928571428571429
1,12202018,Washing_machine,50.0
1,12202019,Hydractiva_shower,32.0
1,12202019,Kitchen_optima_faucet,5.45
1,12202019,Optima_faucet,5.481481481481482
1,12202019,Washing_machine,50.0
1,1220202,Dishwasher,15.0
1,1220202,Hydractiva_shower,31.5
1,1220202,Kitchen_optima_faucet,6.260869565217392
1,1220202,Optima_faucet,4.947368421052632
1,1220202,Washing_machine,45.0
1,12202020,Dishwasher,15.0
1,12202020,Hydractiva_shower,9.0
1,12202020,Kitchen_optima_faucet,5.956521739130435
1,12202020,Optima_faucet,6.5
1,12202020,Washing_machine,40.0
1,12202021,Hydractiva_shower,30.0
1,12202021,Kitchen_optima_faucet,5.3076923076923075
1,12202021,Optima_faucet,5.777777777777778
1,12202021,Washing_machine,50.0
1,12202022,Hydractiva_shower,27.0
1,12202022,Kitchen_optima_faucet,5.173913043478261
1,12202022,Optima_faucet,6.571428571428571
1,12202023,Dishwasher,15.0
1,12202023,Hydractiva_shower,23.333333333333332
1,12202023,Kitchen_optima_faucet,5.3478260869565215
1,12202023,Optima_faucet,5.4
1,12202023,Washing_machine,43.333333333333336
1,12202024,Dishwasher,15.0
1,12202024,Hydractiva_shower,31.0
1,12202024,Kitchen_optima_faucet,5.48
1,12202024,Optima_faucet,4.833333333333333
1,12202024,Washing_machine,60.0
1,12202025,Dishwasher,15.0
1,12202025,Hydractiva_shower,33.333333333333336
1,12202025,Kitchen_optima_faucet,5.391304347826087
1,12202025,Optima_faucet,6.575757575757576
1,12202026,Dishwasher,15.0
1,12202026,Hydractiva_shower,26.0
1,12202026,Kitchen_optima_faucet,5.823529411764706
1,12202026,Optima_faucet,7.444444444444445
1,12202026,Washing_machine,50.0
1,12202027,Dishwasher,15.0
1,12202027,Hydractiva_shower,10.0
1,12202027,Kitchen_optima_faucet,4.222222222222222
1,12202027,Optima_faucet,6.714285714285714
1,12202027,Washing_machine,50.0
1,12202028,Hydractiva_shower,19.666666666666668
1,12202028,Kitchen_optima_faucet,3.5238095238095237
1,12202028,Optima_faucet,5.548387096774194
1,12202028,Washing_machine,50.0
1,12202029,Dishwasher,15.0
1,12202029,Hydractiva_shower,26.0
1,12202029,Kitchen_optima_faucet,4.5
1,12202029,Optima_faucet,5.208333333333333
1,12202029,Washing_machine,52.5
1,1220203,Dishwasher,15.0
1,1220203,Hydractiva_shower,24.666666666666668
1,1220203,Kitchen_optima_faucet,4.7272727272727275
1,1220203,Optima_faucet,6.470588235294118
1,12202030,Hydractiva_shower,30.666666666666668
1,12202030,Kitchen_optima_faucet,4.25
1,12202030,Optima_faucet,6.958333333333333
1,12202030,Washing_machine,50.0
1,12202031,Dishwasher,15.0
1,12202031,Kitchen_optima_faucet,4.9523809523809526
1,12202031,Optima_faucet,5.6
1,12202031,Washing_machine,47.5
1,1220204,Hydractiva_shower,33.0
1,1220204,Kitchen_optima_faucet,4.7
1,1220204,Optima_faucet,6.894736842105263
1,1220204,Washing_machine,50.0
1,1220205,Dishwasher,15.0
1,1220205,Hydractiva_shower,35.0
1,1220205,Kitchen_optima_faucet,5.103448275862069
1,1220205,Optima_faucet,6.277777777777778
1,1220205,Washing_machine,55.0
1,1220206,Hydractiva_shower,26.0
1,1220206,Kitchen_optima_faucet,4.833333333333333
1,1220206,Optima_faucet,5.608695652173913
1,1220206,Washing_machine,50.0
1,1220207,Hydractiva_shower,38.5
1,1220207,Kitchen_optima_faucet,4.153846153846154
1,1220207,Optima_faucet,6.571428571428571
1,1220208,Dishwasher,15.0
1,1220208,Hydractiva_shower,15.0
1,1220208,Kitchen_optima_faucet,5.64
1,1220208,Optima_faucet,6.5
1,1220208,Washing_machine,56.666666666666664
1,1220209,Dishwasher,15.0
1,1220209,Hydractiva_shower,31.0
1,1220209,Kitchen_optima_faucet,4.7
1,1220209,Optima_faucet,5.625
1,1220209,Washing_machine,60.0
1,220201,Hydractiva_shower,42.5
1,220201,Kitchen_optima_faucet,4.931034482758621
1,220201,Optima_faucet,6.9523809523809526
1,220201,Washing_machine,40.0
1,2202010,Dishwasher,15.0
1,2202010,Hydractiva_shower,28.0
1,2202010,Kitchen_optima_faucet,4.428571428571429
1,2202010,Optima_faucet,5.066666666666666
1,2202011,Dishwasher,15.0
1,2202011,Hydractiva_shower,40.0
1,2202011,Kitchen_optima_faucet,4.958333333333333
1,2202011,Optima_faucet,6.090909090909091
1,2202011,Washing_machine,50.0
1,2202012,Dishwasher,15.0
1,2202012,Hydractiva_shower,28.25
1,2202012,Kitchen_optima_faucet,5.388888888888889
1,2202012,Optima_faucet,6.761904761904762
1,2202013,Hydractiva_shower,26.0
1,2202013,Kitchen_optima_faucet,4.785714285714286
1,2202013,Optima_faucet,5.454545454545454
1,2202013,Washing_machine,50.0
1,2202014,Dishwasher,15.0
1,2202014,Hydractiva_shower,44.0
1,2202014,Kitchen_optima_faucet,5.7368421052631575
1,2202014,Optima_faucet,5.684210526315789
1,2202014,Washing_machine,45.0
1,2202015,Dishwasher,15.0
1,2202015,Kitchen_optima_faucet,5.833333333333333
1,2202015,Optima_faucet,6.962962962962963
1,2202015,Washing_machine,60.0
1,2202016,Dishwasher,15.0
1,2202016,Hydractiva_shower,17.0
1,2202016,Kitchen_optima_faucet,5.111111111111111
1,2202016,Optima_faucet,5.95
1,2202016,Washing_machine,45.0
1,2202017,Dishwasher,15.0
1,2202017,Hydractiva_shower,17.2
1,2202017,Kitchen_optima_faucet,5.863636363636363
1,2202017,Optima_faucet,5.882352941176471
1,2202018,Dishwasher,15.0
1,2202018,Hydractiva_shower,42.0
1,2202018,Kitchen_optima_faucet,4.6
1,2202018,Optima_faucet,7.55
1,2202018,Washing_machine,50.0
1,2202019,Dishwasher,15.0
1,2202019,Hydractiva_shower,37.666666666666664
1,2202019,Kitchen_optima_faucet,5.695652173913044
1,2202019,Optima_faucet,5.954545454545454
1,2202019,Washing_machine,50.0
1,220202,Hydractiva_shower,25.0
1,220202,Kitchen_optima_faucet,5.9411764705882355
1,220202,Optima_faucet,7.5
1,220202,Washing_machine,50.0
1,2202020,Hydractiva_shower,19.0
1,2202020,Kitchen_optima_faucet,6.416666666666667
1,2202020,Optima_faucet,7.0
1,2202020,Washing_machine,60.0
1,2202021,Dishwasher,15.0
1,2202021,Kitchen_optima_faucet,4.916666666666667
1,2202021,Optima_faucet,6.434782608695652
1,2202021,Washing_machine,60.0
1,2202022,Dishwasher,15.0
1,2202022,Hydractiva_shower,43.0
1,2202022,Kitchen_optima_faucet,5.294117647058823
1,2202022,Optima_faucet,6.571428571428571
1,2202023,Dishwasher,15.0
1,2202023,Hydractiva_shower,21.0
1,2202023,Kitchen_optima_faucet,5.545454545454546
1,2202023,Optima_faucet,6.842105263157895
1,2202023,Washing_machine,50.0
1,2202024,Dishwasher,15.0
1,2202024,Hydractiva_shower,28.333333333333332
1,2202024,Kitchen_optima_faucet,4.578947368421052
1,2202024,Optima_faucet,5.071428571428571
1,2202024,Washing_machine,60.0
1,2202025,Dishwasher,15.0
1,2202025,Hydractiva_shower,32.8
1,2202025,Kitchen_optima_faucet,6.619047619047619
1,2202025,Optima_faucet,4.791666666666667
1,2202025,Washing_machine,50.0
1,2202026,Dishwasher,15.0
1,2202026,Hydractiva_shower,19.2
1,2202026,Kitchen_optima_faucet,5.823529411764706
1,2202026,Optima_faucet,6.875
1,2202027,Dishwasher,15.0
1,2202027,Hydractiva_shower,47.0
1,2202027,Kitchen_optima_faucet,4.3
1,2202027,Optima_faucet,5.88
1,2202027,Washing_machine,50.0
1,2202028,Hydractiva_shower,21.5
1,2202028,Kitchen_optima_faucet,4.04
1,2202028,Optima_faucet,6.526315789473684
1,2202028,Washing_machine,40.0
1,2202029,Kitchen_optima_faucet,4.4
1,2202029,Optima_faucet,5.5
1,2202029,Washing_machine,60.0
1,220203,Dishwasher,15.0
1,220203,Hydractiva_shower,31.75
1,220203,Kitchen_optima_faucet,4.321428571428571
1,220203,Optima_faucet,6.185185185185185
1,220203,Washing_machine,45.0
1,220204,Hydractiva_shower,52.0
1,220204,Kitchen_optima_faucet,5.0
1,220204,Optima_faucet,7.393939393939394
1,220204,Washing_machine,60.0
1,220205,Hydractiva_shower,9.0
1,220205,Kitchen_optima_faucet,3.76
1,220205,Optima_faucet,4.793103448275862
1,220205,Washing_machine,50.0
1,220206,Dishwasher,15.0
1,220206,Hydractiva_shower,38.0
1,220206,Kitchen_optima_faucet,4.76
1,220206,Optima_faucet,7.24
1,220207,Hydractiva_shower,26.333333333333332
1,220207,Kitchen_optima_faucet,6.619047619047619
1,220207,Optima_faucet,6.0
1,220207,Washing_machine,45.0
1,220208,Dishwasher,15.0
1,220208,Hydractiva_shower,30.666666666666668
1,220208,Kitchen_optima_faucet,5.625
1,220208,Optima_faucet,5.818181818181818
1,220208,Washing_machine,60.0
1,220209,Dishwasher,15.0
1,220209,Hydractiva_shower,29.75
