apartment_id,monthyearday,type,consumption,temp,flow_time
1,10202017,Optima_faucet,1,10.064127,107.36599
1,10202017,Washing_machine,50,20,3600
1,10202018,Dishwasher,15,60,10800
1,10202018,Hydractiva_shower,8,35.85344,50.855247
1,10202018,Kitchen_optima_faucet,0,12.700478,10.582767
1,10202018,Optima_faucet,1,11.432216,109.18217
1,10202019,Hydractiva_shower,20,36.26251,123.325195
1,10202019,Kitchen_optima_faucet,0,10.036351,10.900336
1,10202019,Optima_faucet,1,11.486658,111.16847
1,10202019,Washing_machine,50,40,3600
1,1020202,Hydractiva_shower,8,36.867935,108.365295
1,1020202,Kitchen_optima_faucet,0,10.905916,102.737854
1,1020202,Optima_faucet,1,10.672183,116.92151
1,1020202,Washing_machine,50,20,3600
1,10202020,Dishwasher,15,60,10800
1,10202020,Hydractiva_shower,26,37.066097,134.1671
1,10202020,Kitchen_optima_faucet,1,10.722441,105.15651
1,10202020,Optima_faucet,3,10.371,101.8591
1,10202020,Washing_machine,60,20,7200
1,10202021,Dishwasher,15,60,10800
1,10202021,Hydractiva_shower,33,37.541,171.32825
1,10202021,Kitchen_optima_faucet,0,10.229588,102.73517
1,10202021,Optima_faucet,0,10.421661,102.01555
1,10202021,Washing_machine,40,20,10800
1,10202022,Dishwasher,15,60,10800
1,10202022,Hydractiva_shower,15,36.932545,102.145
1,10202022,Kitchen_optima_faucet,1,11.745967,100.69801
1,10202022,Optima_faucet,1,10.259783,100.10873
1,10202022,Washing_machine,50,40,3600
1,10202023,Dishwasher,15,60,10800
1,10202023,Hydractiva_shower,25,38.348755,126.18185
1,10202023,Kitchen_optima_faucet,0,10.695329,16.221964
1,10202023,Optima_faucet,1,10.141588,100.41248
1,10202023,Washing_machine,40,40,10800
1,10202024,Hydractiva_shower,10,36.011684,209.24924
1,10202024,Kitchen_optima_faucet,1,10.724699,100.00297
1,10202024,Optima_faucet,1,10.795252,103.49826
1,10202024,Washing_machine,40,60,10800
1,10202025,Dishwasher,15,60,10800
1,10202025,Hydractiva_shower,29,37.701275,144.97052
1,10202025,Kitchen_optima_faucet,0,11.898476,105.08006
1,10202025,Optima_faucet,1,10.047269,10.11008
1,10202026,Dishwasher,15,60,10800
1,10202026,Hydractiva_shower,7,35.282284,130.93535
1,10202026,Kitchen_optima_faucet,0,10.728621,109.89083
1,10202026,Optima_faucet,1,16.79429,114.531494
1,10202026,Washing_machine,40,40,10800
1,10202027,Dishwasher,15,60,10800
1,10202027,Hydractiva_shower,11,35.13097,134.78955
1,10202027,Kitchen_optima_faucet,0,10.481597,108.6147
1,10202027,Optima_faucet,0,12.071138,106.64382
1,10202028,Dishwasher,15,60,10800
1,10202028,Hydractiva_shower,43,36.597324,233.69077
1,10202028,Kitchen_optima_faucet,1,11.872804,104.38986
1,10202028,Optima_faucet,1,10.397548,10.042017
1,10202028,Washing_machine,40,60,10800
1,10202029,Dishwasher,15,60,10800
1,10202029,Kitchen_optima_faucet,0,10.181694,101.54833
1,10202029,Optima_faucet,2,11.09696,106.42009
1,10202029,Washing_machine,40,20,10800
1,1020203,Dishwasher,15,60,10800
1,1020203,Hydractiva_shower,11,35.884716,104.9609
1,1020203,Kitchen_optima_faucet,0,14.818933,10.072806
1,1020203,Optima_faucet,1,10.503468,10.648788
1,1020203,Washing_machine,60,20,7200
1,10202030,Kitchen_optima_faucet,0,13.648035,10.65559
1,10202030,Optima_faucet,1,11.666986,101.34141
1,10202030,Washing_machine,50,40,3600
1,10202031,Dishwasher,15,60,10800
1,10202031,Hydractiva_shower,13,35.22382,230.79913
1,10202031,Kitchen_optima_faucet,1,12.529243,100.50602
1,10202031,Optima_faucet,1,15.0537405,103.90399
1,10202031,Washing_machine,60,20,7200
1,1020204,Dishwasher,15,60,10800
1,1020204,Hydractiva_shower,6,39.905876,31.752651
1,1020204,Kitchen_optima_faucet,0,12.262509,10.357727
1,1020204,Optima_faucet,1,11.810168,10.50236
1,1020204,Washing_machine,40,20,10800
1,1020205,Dishwasher,15,60,10800
1,1020205,Hydractiva_shower,9,36.59863,109.24261
1,1020205,Kitchen_optima_faucet,0,11.688734,10.567758
1,1020205,Optima_faucet,2,11.482706,101.45394
1,1020206,Dishwasher,15,60,10800
1,1020206,Hydractiva_shower,40,38.123398,208.24065
1,1020206,Kitchen_optima_faucet,0,15.299409,10.344083
1,1020206,Optima_faucet,1,10.131298,104.37547
1,1020207,Dishwasher,15,60,10800
1,1020207,Hydractiva_shower,25,37.47677,161.62206
1,1020207,Kitchen_optima_faucet,1,10.080574,100.49393
1,1020207,Optima_faucet,1,13.164796,103.65506
1,1020207,Washing_machine,50,20,3600
1,1020208,Dishwasher,15,60,10800
1,1020208,Hydractiva_shower,23,35.654808,125.65457
1,1020208,Kitchen_optima_faucet,0,10.926955,10.926809
1,1020208,Optima_faucet,1,11.877485,103.47352
1,1020208,Washing_machine,50,40,3600
1,1020209,Kitchen_optima_faucet,0,10.4669285,10.878055
1,1020209,Optima_faucet,1,11.053734,109.34372
1,1020209,Washing_machine,50,40,3600
1,1120201,Dishwasher,15,60,10800
1,1120201,Hydractiva_shower,14,37.773594,241.05643
1,1120201,Kitchen_optima_faucet,0,15.407127,102.36336
1,1120201,Optima_faucet,0,12.346369,101.485886
1,1120201,Washing_machine,40,60,10800
1,11202010,Dishwasher,15,60,10800
1,11202010,Hydractiva_shower,27,36.870213,164.67691
1,11202010,Kitchen_optima_faucet,0,12.904093,119.742004
1,11202010,Optima_faucet,1,10.189939,10.496649
1,11202010,Washing_machine,40,60,10800
1,11202011,Dishwasher,15,60,10800
1,11202011,Hydractiva_shower,27,35.030144,126.66841
1,11202011,Kitchen_optima_faucet,0,10.624344,107.058525
1,11202011,Optima_faucet,1,11.832939,103.22804
1,11202011,Washing_machine,50,40,3600
1,11202012,Dishwasher,15,60,10800
1,11202012,Hydractiva_shower,14,35.83119,205.47685
1,11202012,Kitchen_optima_faucet,1,12.10977,10.524193
1,11202012,Optima_faucet,1,11.105084,100.05597
1,11202012,Washing_machine,60,20,7200
1,11202013,Hydractiva_shower,8,35.38455,144.08994
1,11202013,Kitchen_optima_faucet,1,26.344017,106.23351
1,11202013,Optima_faucet,1,13.709386,101.14364
1,11202013,Washing_machine,50,20,3600
1,11202014,Dishwasher,15,60,10800
1,11202014,Hydractiva_shower,13,36.466015,113.2168
1,11202014,Kitchen_optima_faucet,0,10.815741,102.71231
1,11202014,Optima_faucet,1,10.146193,103.02788
1,11202014,Washing_machine,50,60,3600
1,11202015,Dishwasher,15,60,10800
1,11202015,Hydractiva_shower,26,39.26576,129.1578
1,11202015,Kitchen_optima_faucet,0,10.157511,103.11718
1,11202015,Optima_faucet,1,10.271731,10.61365
1,11202016,Dishwasher,15,60,10800
1,11202016,Hydractiva_shower,13,35.328667,199.84879
1,11202016,Kitchen_optima_faucet,0,14.380524,114.14731
1,11202016,Optima_faucet,1,10.004419,109.62879
1,11202016,Washing_machine,40,40,10800
1,11202017,Dishwasher,15,60,10800
1,11202017,Hydractiva_shower,23,35.359394,130.87242
1,11202017,Kitchen_optima_faucet,0,10.356363,10.487761
1,11202017,Optima_faucet,1,10.326114,110.24003
1,11202017,Washing_machine,40,20,10800
1,11202018,Dishwasher,15,60,10800
1,11202018,Hydractiva_shower,10,35.320183,160.77745
1,11202018,Kitchen_optima_faucet,0,11.200136,100.209114
1,11202018,Optima_faucet,1,10.729678,109.607994
1,11202018,Washing_machine,40,60,10800
1,11202019,Dishwasher,15,60,10800
1,11202019,Hydractiva_shower,32,37.36329,164.72922
1,11202019,Kitchen_optima_faucet,0,12.200647,10.497508
1,11202019,Optima_faucet,1,13.997318,101.368965
1,11202019,Washing_machine,50,40,3600
1,1120202,Dishwasher,15,60,10800
1,1120202,Hydractiva_shower,11,37.589684,143.42213
1,1120202,Kitchen_optima_faucet,1,10.191849,109.52169
1,1120202,Optima_faucet,2,12.080601,109.95847
1,1120202,Washing_machine,50,60,3600
1,11202020,Dishwasher,15,60,10800
1,11202020,Hydractiva_shower,40,38.880703,210.31725
1,11202020,Kitchen_optima_faucet,0,12.043577,106.57126
1,11202020,Optima_faucet,1,10.093591,104.33284
1,11202020,Washing_machine,50,20,3600
1,11202021,Dishwasher,15,60,10800
1,11202021,Hydractiva_shower,52,38.726982,258.14648
1,11202021,Kitchen_optima_faucet,0,15.000599,10.722055
1,11202021,Optima_faucet,1,10.52704,100.004105
1,11202021,Washing_machine,60,20,7200
1,11202022,Dishwasher,15,60,10800
1,11202022,Kitchen_optima_faucet,1,11.45709,103.757034
1,11202022,Optima_faucet,1,10.725674,10.560605
1,11202022,Washing_machine,50,60,3600
1,11202023,Dishwasher,15,60,10800
1,11202023,Hydractiva_shower,13,36.547146,146.77948
1,11202023,Kitchen_optima_faucet,0,10.3846245,107.967926
1,11202023,Optima_faucet,2,12.463196,101.08266
1,11202023,Washing_machine,40,20,10800
1,11202024,Dishwasher,15,60,10800
1,11202024,Hydractiva_shower,32,36.527878,190.46558
1,11202024,Kitchen_optima_faucet,0,12.8414135,106.10314
1,11202024,Optima_faucet,1,10.41486,10.127752
1,11202025,Hydractiva_shower,30,36.372746,180.33469
1,11202025,Kitchen_optima_faucet,0,10.576828,102.78608
1,11202025,Optima_faucet,1,10.175823,100.6743
1,11202025,Washing_machine,60,20,7200
1,11202026,Dishwasher,15,60,10800
1,11202026,Hydractiva_shower,14,35.363445,148.21042
1,11202026,Kitchen_optima_faucet,0,14.136078,110.495895
1,11202026,Optima_faucet,1,13.731863,108.665985
1,11202027,Hydractiva_shower,44,38.714817,240.85385
1,11202027,Kitchen_optima_faucet,1,10.610662,107.50883
1,11202027,Optima_faucet,1,10.123933,10.494534
1,11202027,Washing_machine,40,40,10800
1,11202028,Dishwasher,15,60,10800
1,11202028,Kitchen_optima_faucet,1,12.992865,104.86689
1,11202028,Optima_faucet,1,10.228565,100.17346
1,11202028,Washing_machine,50,20,3600
1,11202029,Dishwasher,15,60,10800
1,11202029,Hydractiva_shower,49,39.364082,292.63358
1,11202029,Kitchen_optima_faucet,1,13.083439,112.16923
1,11202029,Optima_faucet,1,10.908874,103.61449
1,11202029,Washing_machine,40,60,10800
1,1120203,Dishwasher,15,60,10800
1,1120203,Hydractiva_shower,14,35.929226,210.41391
1,1120203,Kitchen_optima_faucet,1,14.260618,104.85086
1,1120203,Optima_faucet,1,10.076355,103.340836
1,1120203,Washing_machine,50,20,3600
1,11202030,Hydractiva_shower,22,38.36244,121.7889
1,11202030,Kitchen_optima_faucet,0,15.031349,107.65753
1,11202030,Optima_faucet,0,11.255528,106.027855
1,11202030,Washing_machine,50,40,3600
1,1120204,Dishwasher,15,60,10800
1,1120204,Hydractiva_shower,40,40.870758,217.73827
1,1120204,Kitchen_optima_faucet,1,11.872305,101.509315
1,1120204,Optima_faucet,1,12.654523,10.603321
1,1120204,Washing_machine,40,40,10800
1,1120205,Hydractiva_shower,22,35.09418,141.37381
1,1120205,Kitchen_optima_faucet,1,12.782585,103.63233
1,1120205,Optima_faucet,0,11.443164,100.09744
1,1120206,Dishwasher,15,60,10800
1,1120206,Hydractiva_shower,15,36.56128,105.57476
1,1120206,Kitchen_optima_faucet,0,10.083582,106.23896
1,1120206,Optima_faucet,1,11.656737,11.959999
1,1120207,Hydractiva_shower,32,39.829773,168.9928
1,1120207,Kitchen_optima_faucet,1,10.243639,100.414406
1,1120207,Optima_faucet,1,10.227705,101.899185
1,1120207,Washing_machine,60,20,7200
1,1120208,Hydractiva_shower,38,36.633278,228.09029
1,1120208,Kitchen_optima_faucet,0,12.418451,10.526879
1,1120208,Optima_faucet,1,10.963175,102.8169
1,1120208,Washing_machine,50,40,3600
1,1120209,Dishwasher,15,60,10800
1,1120209,Hydractiva_shower,23,35.543037,156.21542
1,1120209,Kitchen_optima_faucet,0,12.011574,100.43126
1,1120209,Optima_faucet,2,10.304701,107.42382
1,120201,Dishwasher,15,60,10800
1,120201,Hydractiva_shower,12,35.99203,215.50906
1,120201,Kitchen_optima_faucet,0,10.985326,10.431873
1,120201,Optima_faucet,2,16.375723,105.1984
1,120201,Washing_machine,40,60,10800
1,1202010,Dishwasher,15,60,10800
1,1202010,Kitchen_optima_faucet,1,10.156875,100.369514
1,1202010,Optima_faucet,1,10.816202,101.87366
1,1202010,Washing_machine,50,60,3600
1,1202011,Dishwasher,15,60,10800
1,1202011,Hydractiva_shower,31,36.652626,164.59756
1,1202011,Kitchen_optima_faucet,0,12.236851,109.4492
1,1202011,Optima_faucet,1,10.797434,104.66
1,1202012,Dishwasher,15,60,10800
1,1202012,Kitchen_optima_faucet,0,10.087465,106.76115
1,1202012,Optima_faucet,1,11.173635,104.94225
1,1202012,Washing_machine,40,60,10800
1,1202013,Dishwasher,15,60,10800
1,1202013,Hydractiva_shower,16,35.50876,160.79558
1,1202013,Kitchen_optima_faucet,0,10.656433,104.394745
1,1202013,Optima_faucet,1,11.298528,10.437132
1,1202014,Dishwasher,15,60,10800
1,1202014,Hydractiva_shower,16,40.901043,78.36776
1,1202014,Kitchen_optima_faucet,1,11.506437,104.04828
1,1202014,Optima_faucet,1,11.832418,107.973434
1,1202014,Washing_machine,50,40,3600
1,1202015,Dishwasher,15,60,10800
1,1202015,Hydractiva_shower,25,38.04951,151.52405
1,1202015,Kitchen_optima_faucet,1,16.70757,101.66426
1,1202015,Optima_faucet,1,11.120319,106.12686
1,1202015,Washing_machine,40,60,10800
1,1202016,Dishwasher,15,60,10800
1,1202016,Kitchen_optima_faucet,1,11.460041,102.59481
1,1202016,Optima_faucet,1,12.193985,10.447683
1,1202016,Washing_machine,40,60,10800
1,1202017,Dishwasher,15,60,10800
1,1202017,Hydractiva_shower,42,37.871235,271.78464
1,1202017,Kitchen_optima_faucet,0,11.62781,11.208045
1,1202017,Optima_faucet,1,12.499065,106.33353
1,1202017,Washing_machine,40,20,10800
1,1202018,Dishwasher,15,60,10800
1,1202018,Hydractiva_shower,32,39.725086,149.3602
1,1202018,Kitchen_optima_faucet,0,12.072705,100.29692
1,1202018,Optima_faucet,1,12.2069645,105.40782
1,1202018,Washing_machine,60,20,7200
1,1202019,Dishwasher,15,60,10800
1,1202019,Hydractiva_shower,17,37.76893,92.41389
1,1202019,Kitchen_optima_faucet,1,11.209051,103.01324
1,1202019,Optima_faucet,1,11.365724,108.72162
1,1202019,Washing_machine,50,20,3600
1,120202,Dishwasher,15,60,10800
1,120202,Kitchen_optima_faucet,1,13.214969,102.18862
1,120202,Optima_faucet,1,10.701551,117.67258
1,120202,Washing_machine,40,20,10800
1,1202020,Dishwasher,15,60,10800
1,1202020,Hydractiva_shower,23,36.568665,118.733955
1,1202020,Kitchen_optima_faucet,1,12.169885,100.975296
1,1202020,Optima_faucet,1,10.502872,106.221725
1,1202020,Washing_machine,50,20,3600
1,1202021,Dishwasher,15,60,10800
1,1202021,Hydractiva_shower,19,38.12369,102.69197
1,1202021,Kitchen_optima_faucet,0,10.659265,10.4866905
1,1202021,Optima_faucet,1,10.865307,100.23804
1,1202021,Washing_machine,50,60,3600
1,1202022,Dishwasher,15,60,10800
1,1202022,Hydractiva_shower,37,36.42142,230.66428
1,1202022,Kitchen_optima_faucet,1,11.171453,100.47259
1,1202022,Optima_faucet,1,13.784761,106.02658
1,1202022,Washing_machine,40,60,10800
1,1202023,Dishwasher,15,60,10800
1,1202023,Hydractiva_shower,10,35.244503,128.01874
1,1202023,Kitchen_optima_faucet,0,10.044025,104.84043
1,1202023,Optima_faucet,1,10.142527,10.980929
1,1202023,Washing_machine,50,40,3600
1,1202024,Dishwasher,15,60,10800
1,1202024,Hydractiva_shower,30,36.55954,183.50975
1,1202024,Kitchen_optima_faucet,0,10.789208,101.80304
1,1202024,Optima_faucet,0,14.563389,113.16782
1,1202024,Washing_machine,50,40,3600
1,1202025,Dishwasher,15,60,10800
1,1202025,Hydractiva_shower,6,35.236145,102.02343
1,1202025,Kitchen_optima_faucet,0,10.489797,100.49805
1,1202025,Optima_faucet,1,10.143781,10.0201
1,1202025,Washing_machine,60,20,7200
1,1202026,Dishwasher,15,60,10800
1,1202026,Hydractiva_shower,28,35.401752,155.25302
1,1202026,Kitchen_optima_faucet,0,10.836546,2.911353
1,1202026,Optima_faucet,1,12.463307,101.32345
1,1202026,Washing_machine,60,20,7200
1,1202027,Dishwasher,15,60,10800
1,1202027,Hydractiva_shower,35,36.54012,185.71202
1,1202027,Kitchen_optima_faucet,1,13.447963,106.18361
1,1202027,Optima_faucet,1,11.398768,10.312277
1,1202027,Washing_machine,50,20,3600
1,1202028,Dishwasher,15,60,10800
1,1202028,Hydractiva_shower,33,38.720158,184.45485
1,1202028,Kitchen_optima_faucet,0,10.77507,10.336515
1,1202028,Optima_faucet,0,10.089421,101.35502
1,1202029,Dishwasher,15,60,10800
1,1202029,Hydractiva_shower,9,35.595684,105.09122
1,1202029,Kitchen_optima_faucet,1,14.218502,110.82276
1,1202029,Optima_faucet,1,11.189847,10.163416
1,1202029,Washing_machine,50,60,3600
1,120203,Dishwasher,15,60,10800
1,120203,Hydractiva_shower,24,40.37769,148.69801
1,120203,Kitchen_optima_faucet,0,10.64391,103.50038
1,120203,Optima_faucet,0,11.508956,100.00807
1,120203,Washing_machine,40,60,10800
1,1202030,Dishwasher,15,60,10800
1,1202030,Hydractiva_shower,12,35.376392,150.0314
1,1202030,Kitchen_optima_faucet,0,12.002908,102.43029
1,1202030,Optima_faucet,1,13.55432,10.501295
1,1202030,Washing_machine,50,40,3600
1,1202031,Dishwasher,15,60,10800
1,1202031,Hydractiva_shower,47,38.422516,257.4131
1,1202031,Kitchen_optima_faucet,0,11.207174,100.585754
1,1202031,Optima_faucet,1,10.584426,107.41274
1,120204,Dishwasher,15,60,10800
1,120204,Hydractiva_shower,6,36.92111,103.67807
1,120204,Kitchen_optima_faucet,0,11.096572,102.17121
1,120204,Optima_faucet,1,12.324877,113.51281
1,120204,Washing_machine,60,20,7200
1,120205,Hydractiva_shower,15,36.809547,218.06487
1,120205,Kitchen_optima_faucet,1,10.2607355,108.83877
1,120205,Optima_faucet,1,11.33647,100.3987
1,120205,Washing_machine,40,60,10800
1,120206,Hydractiva_shower,11,36.31982,146.77185
1,120206,Kitchen_optima_faucet,1,10.1642475,106.477234
1,120206,Optima_faucet,1,10.459352,102.626
1,120206,Washing_machine,60,20,7200
1,120207,Dishwasher,15,60,10800
1,120207,Hydractiva_shower,7,37.9828,224.92677
1,120207,Kitchen_optima_faucet,0,13.521152,105.3539
1,120207,Optima_faucet,1,12.506981,10.263311
1,120207,Washing_machine,60,20,7200
1,120208,Dishwasher,15,60,10800
1,120208,Hydractiva_shower,19,38.082882,124.82126
1,120208,Kitchen_optima_faucet,0,11.425571,102.662476
1,120208,Optima_faucet,1,16.018585,104.681145
1,120208,Washing_machine,50,20,3600
1,120209,Dishwasher,15,60,10800
1,120209,Hydractiva_shower,7,35.58297,157.85321
1,120209,Kitchen_optima_faucet,1,13.7676525,106.145
1,120209,Optima_faucet,0,10.650682,10.656061
1,1220201,Dishwasher,15,60,10800
1,1220201,Hydractiva_shower,11,35.77604,119.728325
1,1220201,Kitchen_optima_faucet,0,14.55856,102.11438
1,1220201,Optima_faucet,0,11.199093,100.014656
1,1220201,Washing_machine,50,20,3600
1,12202010,Dishwasher,15,60,10800
1,12202010,Hydractiva_shower,8,35.76237,119.05067
1,12202010,Kitchen_optima_faucet,0,18.675331,102.03047
1,12202010,Optima_faucet,2,11.1387005,108.69982
1,12202010,Washing_machine,50,60,3600
1,12202011,Dishwasher,15,60,10800
1,12202011,Hydractiva_shower,8,37.18804,154.40189
1,12202011,Kitchen_optima_faucet,1,11.383243,102.52207
1,12202011,Optima_faucet,1,10.697137,104.0088
1,12202011,Washing_machine,50,60,3600
1,12202012,Hydractiva_shower,8,35.76124,151.40294
1,12202012,Kitchen_optima_faucet,1,13.050283,105.91703
1,12202012,Optima_faucet,1,14.178328,100.37021
1,12202012,Washing_machine,50,20,3600
1,12202013,Dishwasher,15,60,10800
1,12202013,Hydractiva_shower,9,35.8659,155.70746
1,12202013,Kitchen_optima_faucet,0,13.23176,103.11697
1,12202013,Optima_faucet,1,13.747536,102.74657
1,12202014,Dishwasher,15,60,10800
1,12202014,Hydractiva_shower,12,35.968666,295.9454
1,12202014,Kitchen_optima_faucet,1,10.034304,10.159865
1,12202014,Optima_faucet,2,10.477636,101.39723
1,12202015,Hydractiva_shower,39,35.68835,253.73128
1,12202015,Kitchen_optima_faucet,1,10.01331,101.69979
1,12202015,Optima_faucet,1,11.249192,101.45784
1,12202016,Dishwasher,15,60,10800
1,12202016,Hydractiva_shower,14,35.317326,132.68268
1,12202016,Kitchen_optima_faucet,2,11.782714,102.14659
1,12202016,Optima_faucet,2,10.579978,100.13965
1,12202016,Washing_machine,50,40,3600
1,12202017,Dishwasher,15,60,10800
1,12202017,Hydractiva_shower,9,39.135292,40.23135
1,12202017,Kitchen_optima_faucet,0,13.351944,101.79636
1,12202017,Optima_faucet,1,11.585908,10.196009
1,12202017,Washing_machine,60,20,7200
1,12202018,Hydractiva_shower,40,35.649082,204.00914
1,12202018,Kitchen_optima_faucet,0,11.399697,12.392489
1,12202018,Optima_faucet,0,11.960323,101.21841
1,12202018,Washing_machine,50,40,3600
1,12202019,Hydractiva_shower,17,37.891617,112.35294
1,12202019,Kitchen_optima_faucet,1,10.091753,101.24956
1,12202019,Optima_faucet,0,10.40815,115.95689
1,12202019,Washing_machine,50,60,3600
1,1220202,Dishwasher,15,60,10800
1,1220202,Hydractiva_shower,22,36.631935,131.23999
1,1220202,Kitchen_optima_faucet,1,11.7616625,10.407256
1,1220202,Optima_faucet,1,11.876713,103.1321
1,1220202,Washing_machine,40,40,10800
1,12202020,Dishwasher,15,60,10800
1,12202020,Hydractiva_shower,9,38.980247,55.62931
1,12202020,Kitchen_optima_faucet,0,13.911087,105.32799
1,12202020,Optima_faucet,2,10.412813,101.993645
1,12202020,Washing_machine,40,60,10800
1,12202021,Hydractiva_shower,30,36.233353,189.5445
1,12202021,Kitchen_optima_faucet,0,10.081361,103.59062
1,12202021,Optima_faucet,1,10.53093,10.854152
1,12202021,Washing_machine,40,20,10800
1,12202022,Hydractiva_shower,27,38.28227,140.29582
1,12202022,Kitchen_optima_faucet,0,11.925247,10.440735
1,12202022,Optima_faucet,1,11.111029,104.312996
1,12202023,Dishwasher,15,60,10800
1,12202023,Hydractiva_shower,12,35.10735,110.00523
1,12202023,Kitchen_optima_faucet,1,11.576156,102.67233
1,12202023,Optima_faucet,1,12.689331,10.626262
1,12202023,Washing_machine,40,60,10800
1,12202024,Dishwasher,15,60,10800
1,12202024,Hydractiva_shower,31,36.133358,205.9647
1,12202024,Kitchen_optima_faucet,0,12.129784,10.785791
1,12202024,Optima_faucet,0,10.357065,113.67977
1,12202024,Washing_machine,60,20,7200
1,12202025,Dishwasher,15,60,10800
1,12202025,Hydractiva_shower,22,38.51005,124.56361
1,12202025,Kitchen_optima_faucet,0,14.574688,10.46614
1,12202025,Optima_faucet,0,10.57512,101.31707
1,12202026,Dishwasher,15,60,10800
1,12202026,Hydractiva_shower,26,37.00033,152.92566
1,12202026,Kitchen_optima_faucet,1,10.078095,100.68028
1,12202026,Optima_faucet,3,11.403192,100.775764
1,12202026,Washing_machine,40,20,10800
1,12202027,Dishwasher,15,60,10800
1,12202027,Hydractiva_shower,7,37.202377,35.069794
1,12202027,Kitchen_optima_faucet,0,11.861676,103.98092
1,12202027,Optima_faucet,2,10.516643,102.314545
1,12202027,Washing_machine,40,20,10800
1,12202028,Hydractiva_shower,10,36.296116,105.137245
1,12202028,Kitchen_optima_faucet,0,12.165445,100.98834
1,12202028,Optima_faucet,1,10.515024,105.34431
1,12202028,Washing_machine,50,60,3600
1,12202029,Dishwasher,15,60,10800
1,12202029,Hydractiva_shower,25,37.703716,160.30605
1,12202029,Kitchen_optima_faucet,1,13.946864,103.322426
1,12202029,Optima_faucet,1,10.288239,100.13975
1,12202029,Washing_machine,50,20,3600
1,1220203,Dishwasher,15,60,10800
1,1220203,Hydractiva_shower,12,37.703953,150.34181
1,1220203,Kitchen_optima_faucet,1,10.075712,103.94724
1,1220203,Optima_faucet,1,10.925592,101.17085
1,12202030,Hydractiva_shower,26,37.561874,130.0488
1,12202030,Kitchen_optima_faucet,1,16.135963,10.49523
1,12202030,Optima_faucet,1,14.7234,101.56435
1,12202030,Washing_machine,50,60,3600
1,12202031,Dishwasher,15,60,10800
1,12202031,Kitchen_optima_faucet,1,16.08009,10.690321
1,12202031,Optima_faucet,2,11.20701,118.80406
1,12202031,Washing_machine,40,40,10800
1,1220204,Hydractiva_shower,16,35.81047,235.57088
1,1220204,Kitchen_optima_faucet,0,12.549344,106.92737
1,1220204,Optima_faucet,1,10.809032,107.15878
1,1220204,Washing_machine,50,40,3600
1,1220205,Dishwasher,15,60,10800
1,1220205,Hydractiva_shower,26,35.62534,131.20726
1,1220205,Kitchen_optima_faucet,0,10.552196,10.033223
1,1220205,Optima_faucet,1,11.021993,10.644667
1,1220205,Washing_machine,50,20,3600
1,1220206,Hydractiva_shower,14,36.85161,208.36552
1,1220206,Kitchen_optima_faucet,0,15.311025,10.668728
1,1220206,Optima_faucet,1,12.745283,102.34855
1,1220206,Washing_machine,50,40,3600
1,1220207,Hydractiva_shower,29,35.24758,179.20735
1,1220207,Kitchen_optima_faucet,0,11.547002,103.390594
1,1220207,Optima_faucet,1,10.163441,10.329548
1,1220208,Dishwasher,15,60,10800
1,1220208,Hydractiva_shower,15,37.658806,74.61861
1,1220208,Kitchen_optima_faucet,1,10.264666,102.81085
1,1220208,Optima_faucet,1,10.628074,102.95691
1,1220208,Washing_machine,50,20,3600
1,1220209,Dishwasher,15,60,10800
1,1220209,Hydractiva_shower,25,36.411095,161.071
