apartment_id,monthyearday,type,consumption,temp,flow_time
7,4202017,Dishwasher,1,1,1
16,2202018,Dishwasher,1,1,1
3,12202025,Dishwasher,1,1,1
16,2202017,Dishwasher,1,1,1
16,2202015,Dishwasher,1,1,1
3,1020207,Dishwasher,1,1,1
16,720202,Dishwasher,1,1,1
17,1202021,Dishwasher,1,1,1
2,8202016,Dishwasher,1,1,1
9,12202018,Dishwasher,1,1,1
2,8202013,Dishwasher,1,1,1
2,8202017,Dishwasher,1,1,1
7,6202012,Dishwasher,1,1,1
2,7202011,Dishwasher,1,1,1
2,820202,Dishwasher,1,1,1
7,620201,Dishwasher,1,1,1
9,120208,Dishwasher,1,1,1
2,820206,Dishwasher,1,1,1
17,1202011,Dishwasher,1,1,1
2,8202022,Dishwasher,1,1,1
17,12202022,Dishwasher,1,1,1
9,1202016,Dishwasher,1,1,1
17,12202023,Dishwasher,1,1,1
7,6202023,Dishwasher,1,1,1
17,220209,Dishwasher,1,1,1
17,220208,Dishwasher,1,1,1
9,1202018,Dishwasher,1,1,1
2,7202014,Dishwasher,1,1,1
17,2202016,Dishwasher,1,1,1
9,1202017,Dishwasher,1,1,1
2,720204,Dishwasher,1,1,1
7,6202015,Dishwasher,1,1,1
17,120201,Dishwasher,1,1,1
17,1202015,Dishwasher,1,1,1
17,1220202,Dishwasher,1,1,1
17,12202019,Dishwasher,1,1,1
17,12202015,Dishwasher,1,1,1
2,720207,Dishwasher,1,1,1
17,12202013,Dishwasher,1,1,1
7,6202014,Dishwasher,1,1,1
7,6202016,Dishwasher,1,1,1
17,1220203,Dishwasher,1,1,1
2,7202024,Dishwasher,1,1,1
17,2202013,Dishwasher,1,1,1
17,2202012,Dishwasher,1,1,1
9,1202015,Dishwasher,1,1,1
17,3202012,Dishwasher,1,1,1
2,720201,Dishwasher,1,1,1
17,3202014,Dishwasher,1,1,1
9,12202010,Dishwasher,1,1,1
2,8202019,Dishwasher,1,1,1
19,5202019,Dishwasher,1,1,1
9,12202011,Dishwasher,1,1,1
17,1120207,Dishwasher,1,1,1
17,12202010,Dishwasher,1,1,1
7,520208,Dishwasher,1,1,1
9,12202012,Dishwasher,1,1,1
17,1120203,Dishwasher,1,1,1
9,12202013,Dishwasher,1,1,1
17,11202029,Dishwasher,1,1,1
2,8202028,Dishwasher,1,1,1
17,220203,Dishwasher,1,1,1
9,320203,Dishwasher,1,1,1
7,6202020,Dishwasher,1,1,1
7,6202022,Dishwasher,1,1,1
2,7202017,Dishwasher,1,1,1
17,2202025,Dishwasher,1,1,1
7,6202021,Dishwasher,1,1,1
2,7202019,Dishwasher,1,1,1
9,1202020,Dishwasher,1,1,1
2,7202015,Dishwasher,1,1,1
9,1202013,Dishwasher,1,1,1
9,1202014,Dishwasher,1,1,1
7,420206,Dishwasher,1,1,1
16,520206,Dishwasher,1,1,1
7,520204,Dishwasher,1,1,1
16,1220209,Dishwasher,1,1,1
16,220201,Dishwasher,1,1,1
16,2202010,Dishwasher,1,1,1
16,5202023,Dishwasher,1,1,1
7,4202030,Dishwasher,1,1,1
3,1120205,Dishwasher,1,1,1
16,5202020,Dishwasher,1,1,1
16,520202,Dishwasher,1,1,1
9,220206,Dishwasher,1,1,1
3,11202021,Dishwasher,1,1,1
3,11202022,Dishwasher,1,1,1
16,6202010,Dishwasher,1,1,1
3,11202023,Dishwasher,1,1,1
16,520209,Dishwasher,1,1,1
3,11202024,Dishwasher,1,1,1
17,2202020,Dishwasher,1,1,1
16,7202012,Dishwasher,1,1,1
16,520208,Dishwasher,1,1,1
3,1120203,Dishwasher,1,1,1
16,12202015,Dishwasher,1,1,1
16,5202029,Dishwasher,1,1,1
3,120206,Dishwasher,1,1,1
16,3202022,Dishwasher,1,1,1
16,1220202,Dishwasher,1,1,1
3,2202013,Dishwasher,1,1,1
16,12202017,Dishwasher,1,1,1
9,2202026,Dishwasher,1,1,1
16,12202016,Dishwasher,1,1,1
16,6202022,Dishwasher,1,1,1
3,11202030,Dishwasher,1,1,1
9,220205,Dishwasher,1,1,1
16,5202026,Dishwasher,1,1,1
9,2202025,Dishwasher,1,1,1
16,6202028,Dishwasher,1,1,1
16,6202026,Dishwasher,1,1,1
16,5202024,Dishwasher,1,1,1
16,6202019,Dishwasher,1,1,1
16,6202018,Dishwasher,1,1,1
16,5202027,Dishwasher,1,1,1
3,11202027,Dishwasher,1,1,1
16,620204,Dishwasher,1,1,1
3,1020209,Dishwasher,1,1,1
9,2202021,Dishwasher,1,1,1
16,7202015,Dishwasher,1,1,1
9,4202011,Dishwasher,1,1,1
7,5202010,Dishwasher,1,1,1
9,2202022,Dishwasher,1,1,1
16,720201,Dishwasher,1,1,1
3,11202012,Dishwasher,1,1,1
7,420209,Dishwasher,1,1,1
16,620207,Dishwasher,1,1,1
3,11202013,Dishwasher,1,1,1
16,620206,Dishwasher,1,1,1
9,2202027,Dishwasher,1,1,1
16,5202028,Dishwasher,1,1,1
3,11202029,Dishwasher,1,1,1
9,2202029,Dishwasher,1,1,1
16,6202023,Dishwasher,1,1,1
16,6202030,Dishwasher,1,1,1
9,1202025,Dishwasher,1,1,1
16,12202011,Dishwasher,1,1,1
16,1202028,Dishwasher,1,1,1
3,2202024,Dishwasher,1,1,1
16,3202011,Dishwasher,1,1,1
9,3202023,Dishwasher,1,1,1
3,12202014,Dishwasher,1,1,1
16,220207,Dishwasher,1,1,1
9,3202021,Dishwasher,1,1,1
7,4202019,Dishwasher,1,1,1
3,12202017,Dishwasher,1,1,1
16,220203,Dishwasher,1,1,1
16,2202028,Dishwasher,1,1,1
3,1220202,Dishwasher,1,1,1
3,12202012,Dishwasher,1,1,1
9,3202019,Dishwasher,1,1,1
3,120207,Dishwasher,1,1,1
3,12202016,Dishwasher,1,1,1
17,1120208,Dishwasher,1,1,1
16,3202017,Dishwasher,1,1,1
16,3202013,Dishwasher,1,1,1
3,12202011,Dishwasher,1,1,1
16,2202013,Dishwasher,1,1,1
3,12202028,Dishwasher,1,1,1
16,2202012,Dishwasher,1,1,1
7,4202016,Dishwasher,1,1,1
16,1202029,Dishwasher,1,1,1
3,2202022,Dishwasher,1,1,1
16,1202030,Dishwasher,1,1,1
16,120205,Dishwasher,1,1,1
16,120208,Dishwasher,1,1,1
9,320209,Dishwasher,1,1,1
16,12202030,Dishwasher,1,1,1
3,1220207,Dishwasher,1,1,1
9,320207,Dishwasher,1,1,1
7,4202013,Dishwasher,1,1,1
16,12202027,Dishwasher,1,1,1
3,1220209,Dishwasher,1,1,1
16,3202020,Dishwasher,1,1,1
16,12202012,Dishwasher,1,1,1
3,2202010,Dishwasher,1,1,1
3,2202011,Dishwasher,1,1,1
3,220203,Dishwasher,1,1,1
3,2202016,Dishwasher,1,1,1
16,120209,Dishwasher,1,1,1
16,1202021,Dishwasher,1,1,1
16,1202020,Dishwasher,1,1,1
16,1202017,Dishwasher,1,1,1
3,2202029,Dishwasher,1,1,1
2,520203,Dishwasher,1,1,1
9,420202,Dishwasher,1,1,1
7,7202016,Dishwasher,1,1,1
7,320206,Dishwasher,1,1,1
16,1202023,Dishwasher,1,1,1
3,220202,Dishwasher,1,1,1
16,120206,Dishwasher,1,1,1
9,4202014,Dishwasher,1,1,1
16,120207,Dishwasher,1,1,1
16,1202014,Dishwasher,1,1,1
9,11202014,Dishwasher,2,2,2
8,420201,Dishwasher,2,2,2
10,120207,Dishwasher,2,2,2
16,12202020,Dishwasher,1,1,1
10,2202023,Dishwasher,2,2,2
10,12202010,Dishwasher,2,2,2
10,7202029,Dishwasher,2,2,2
8,4202010,Dishwasher,2,2,2
10,7202028,Dishwasher,2,2,2
9,2202024,Dishwasher,2,2,2
9,6202019,Dishwasher,2,2,2
9,9202024,Dishwasher,2,2,2
10,5202018,Dishwasher,2,2,2
8,5202026,Dishwasher,2,2,2
9,11202015,Dishwasher,2,2,2
10,5202010,Dishwasher,2,2,2
10,2202026,Dishwasher,2,2,2
10,2202027,Dishwasher,2,2,2
10,5202012,Dishwasher,2,2,2
9,12202014,Dishwasher,2,2,2
9,320208,Dishwasher,1,1,1
8,7202026,Dishwasher,2,2,2
10,720203,Dishwasher,2,2,2
10,5202014,Dishwasher,2,2,2
10,1202016,Dishwasher,2,2,2
10,8202028,Dishwasher,2,2,2
9,7202030,Dishwasher,2,2,2
9,820203,Dishwasher,2,2,2
10,820201,Dishwasher,2,2,2
9,220204,Dishwasher,2,2,2
17,2202022,Dishwasher,2,2,2
17,220202,Dishwasher,2,2,2
17,2202019,Dishwasher,2,2,2
17,2202015,Dishwasher,2,2,2
17,2202011,Dishwasher,2,2,2
17,2202010,Dishwasher,2,2,2
1,1020201,Dishwasher,2,2,2
9,2202020,Dishwasher,2,2,2
10,2202029,Dishwasher,2,2,2
8,5202029,Dishwasher,2,2,2
10,420209,Dishwasher,2,2,2
10,1202031,Dishwasher,2,2,2
9,9202030,Dishwasher,2,2,2
10,120204,Dishwasher,2,2,2
8,320204,Dishwasher,2,2,2
9,6202010,Dishwasher,2,2,2
10,520201,Dishwasher,2,2,2
8,320205,Dishwasher,2,2,2
9,6202011,Dishwasher,2,2,2
8,920203,Dishwasher,2,2,2
9,2202028,Dishwasher,2,2,2
10,1202028,Dishwasher,2,2,2
10,8202012,Dishwasher,2,2,2
10,8202011,Dishwasher,2,2,2
9,7202031,Dishwasher,2,2,2
10,8202010,Dishwasher,2,2,2
9,5202028,Dishwasher,2,2,2
10,1202018,Dishwasher,2,2,2
10,8202026,Dishwasher,2,2,2
10,8202019,Dishwasher,2,2,2
10,220205,Dishwasher,2,2,2
10,8202018,Dishwasher,2,2,2
10,12202027,Dishwasher,2,2,2
9,10202028,Dishwasher,2,2,2
9,10202029,Dishwasher,2,2,2
10,6202023,Dishwasher,2,2,2
10,12202030,Dishwasher,2,2,2
10,520204,Dishwasher,2,2,2
8,4202030,Dishwasher,2,2,2
9,10202026,Dishwasher,2,2,2
9,7202018,Dishwasher,2,2,2
9,12202023,Dishwasher,2,2,2
10,2202016,Dishwasher,2,2,2
10,12202024,Dishwasher,2,2,2
10,2202013,Dishwasher,2,2,2
10,12202031,Dishwasher,2,2,2
8,5202012,Dishwasher,2,2,2
9,7202012,Dishwasher,2,2,2
10,6202017,Dishwasher,2,2,2
10,1220206,Dishwasher,2,2,2
10,6202015,Dishwasher,2,2,2
9,12202031,Dishwasher,2,2,2
10,6202013,Dishwasher,2,2,2
8,5202015,Dishwasher,2,2,2
9,11202019,Dishwasher,2,2,2
8,3202026,Dishwasher,2,2,2
10,1202020,Dishwasher,2,2,2
10,8202025,Dishwasher,2,2,2
8,620205,Dishwasher,2,2,2
9,7202013,Dishwasher,2,2,2
10,120202,Dishwasher,2,2,2
10,4202028,Dishwasher,2,2,2
8,3202021,Dishwasher,2,2,2
10,1202013,Dishwasher,2,2,2
10,120201,Dishwasher,2,2,2
9,120206,Dishwasher,2,2,2
8,6202030,Dishwasher,2,2,2
10,1202012,Dishwasher,2,2,2
8,520208,Dishwasher,2,2,2
17,2202018,Dishwasher,2,2,2
10,4202027,Dishwasher,2,2,2
8,9202022,Dishwasher,2,2,2
10,1202023,Dishwasher,2,2,2
10,420207,Dishwasher,2,2,2
9,720205,Dishwasher,2,2,2
10,1202024,Dishwasher,2,2,2
10,220209,Dishwasher,2,2,2
10,1202026,Dishwasher,2,2,2
10,220203,Dishwasher,2,2,2
10,8202014,Dishwasher,2,2,2
8,3202024,Dishwasher,2,2,2
8,720205,Dishwasher,2,2,2
9,220209,Dishwasher,2,2,2
17,720205,Dishwasher,2,2,2
10,8202022,Dishwasher,2,2,2
17,720207,Dishwasher,2,2,2
17,1220201,Dishwasher,2,2,2
17,12202014,Dishwasher,2,2,2
18,10202011,Dishwasher,2,2,2
18,1020201,Dishwasher,2,2,2
17,9202028,Dishwasher,2,2,2
17,8202031,Dishwasher,2,2,2
17,1220205,Dishwasher,2,2,2
17,7202031,Dishwasher,2,2,2
17,7202030,Dishwasher,2,2,2
18,10202019,Dishwasher,2,2,2
17,720201,Dishwasher,2,2,2
17,7202028,Dishwasher,2,2,2
17,7202027,Dishwasher,2,2,2
17,7202025,Dishwasher,2,2,2
17,7202021,Dishwasher,2,2,2
17,7202016,Dishwasher,2,2,2
17,7202011,Dishwasher,2,2,2
17,7202010,Dishwasher,2,2,2
17,720209,Dishwasher,2,2,2
17,8202028,Dishwasher,2,2,2
17,8202027,Dishwasher,2,2,2
17,8202026,Dishwasher,2,2,2
17,8202025,Dishwasher,2,2,2
17,8202024,Dishwasher,2,2,2
17,8202023,Dishwasher,2,2,2
17,8202019,Dishwasher,2,2,2
17,8202016,Dishwasher,2,2,2
17,8202030,Dishwasher,2,2,2
17,9202024,Dishwasher,2,2,2
17,9202021,Dishwasher,2,2,2
9,8202030,Dishwasher,2,2,2
17,4202019,Dishwasher,2,2,2
17,6202024,Dishwasher,2,2,2
17,6202018,Dishwasher,2,2,2
17,5202026,Dishwasher,2,2,2
17,420204,Dishwasher,2,2,2
17,420203,Dishwasher,2,2,2
17,4202025,Dishwasher,2,2,2
17,4202023,Dishwasher,2,2,2
17,4202018,Dishwasher,2,2,2
17,520201,Dishwasher,2,2,2
17,420207,Dishwasher,2,2,2
17,420208,Dishwasher,2,2,2
17,8202014,Dishwasher,2,2,2
17,5202025,Dishwasher,2,2,2
17,5202018,Dishwasher,2,2,2
17,5202014,Dishwasher,2,2,2
17,5202013,Dishwasher,2,2,2
17,9202017,Dishwasher,2,2,2
2,2202016,Dishwasher,1,1,1
17,9202014,Dishwasher,2,2,2
17,2202027,Dishwasher,2,2,2
17,6202026,Dishwasher,2,2,2
17,920201,Dishwasher,2,2,2
17,820209,Dishwasher,2,2,2
17,820207,Dishwasher,2,2,2
17,820206,Dishwasher,2,2,2
17,9202019,Dishwasher,2,2,2
17,5202022,Dishwasher,2,2,2
10,6202012,Dishwasher,2,2,2
17,4202014,Dishwasher,2,2,2
17,1202010,Dishwasher,2,2,2
17,10202030,Dishwasher,2,2,2
17,3202013,Dishwasher,2,2,2
17,3202011,Dishwasher,2,2,2
17,3202010,Dishwasher,2,2,2
17,320201,Dishwasher,2,2,2
17,220207,Dishwasher,2,2,2
17,220206,Dishwasher,2,2,2
17,9202011,Dishwasher,2,2,2
17,3202015,Dishwasher,2,2,2
17,3202017,Dishwasher,2,2,2
17,120209,Dishwasher,2,2,2
17,2202026,Dishwasher,2,2,2
17,320208,Dishwasher,2,2,2
17,320207,Dishwasher,2,2,2
17,3202031,Dishwasher,2,2,2
17,320203,Dishwasher,2,2,2
17,3202029,Dishwasher,2,2,2
17,3202028,Dishwasher,2,2,2
17,1120209,Dishwasher,2,2,2
17,3202023,Dishwasher,2,2,2
17,11202012,Dishwasher,2,2,2
17,12202024,Dishwasher,2,2,2
17,12202020,Dishwasher,2,2,2
17,12202018,Dishwasher,2,2,2
17,12202017,Dishwasher,2,2,2
17,1020205,Dishwasher,2,2,2
17,1020203,Dishwasher,2,2,2
17,12202027,Dishwasher,2,2,2
17,1120206,Dishwasher,2,2,2
17,1120205,Dishwasher,2,2,2
17,10202017,Dishwasher,2,2,2
17,10202012,Dishwasher,2,2,2
17,11202026,Dishwasher,2,2,2
17,11202025,Dishwasher,2,2,2
17,11202020,Dishwasher,2,2,2
17,11202018,Dishwasher,2,2,2
17,120208,Dishwasher,2,2,2
17,120207,Dishwasher,2,2,2
17,1202026,Dishwasher,2,2,2
17,1202023,Dishwasher,2,2,2
17,1202022,Dishwasher,2,2,2
17,4202013,Dishwasher,2,2,2
17,120202,Dishwasher,2,2,2
17,11202017,Dishwasher,2,2,2
17,10202025,Dishwasher,2,2,2
17,10202022,Dishwasher,2,2,2
17,10202020,Dishwasher,2,2,2
17,10202018,Dishwasher,2,2,2
17,1120201,Dishwasher,2,2,2
9,3202022,Dishwasher,2,2,2
17,10202016,Dishwasher,2,2,2
10,1020204,Dishwasher,2,2,2
2,5202016,Dishwasher,1,1,1
17,11202016,Dishwasher,2,2,2
17,11202013,Dishwasher,2,2,2
17,1202016,Dishwasher,2,2,2
17,4202012,Dishwasher,1,1,1
10,6202010,Dishwasher,2,2,2
8,5202020,Dishwasher,2,2,2
17,620205,Dishwasher,1,1,1
17,6202023,Dishwasher,1,1,1
9,1202011,Dishwasher,1,1,1
17,6202028,Dishwasher,1,1,1
9,1020209,Dishwasher,1,1,1
2,5202017,Dishwasher,1,1,1
7,6202028,Dishwasher,1,1,1
9,1020207,Dishwasher,1,1,1
17,3202024,Dishwasher,1,1,1
7,720202,Dishwasher,1,1,1
17,620204,Dishwasher,1,1,1
17,3202026,Dishwasher,1,1,1
10,4202019,Dishwasher,2,2,2
17,10202028,Dishwasher,2,2,2
17,6202030,Dishwasher,1,1,1
17,3202019,Dishwasher,1,1,1
17,6202021,Dishwasher,1,1,1
17,320202,Dishwasher,1,1,1
2,6202030,Dishwasher,1,1,1
9,11202018,Dishwasher,1,1,1
2,520205,Dishwasher,1,1,1
17,4202026,Dishwasher,1,1,1
7,7202012,Dishwasher,1,1,1
17,5202021,Dishwasher,1,1,1
17,4202027,Dishwasher,1,1,1
17,3202020,Dishwasher,1,1,1
17,4202028,Dishwasher,1,1,1
2,5202013,Dishwasher,1,1,1
17,6202020,Dishwasher,1,1,1
10,320203,Dishwasher,2,2,2
17,10202011,Dishwasher,2,2,2
2,620203,Dishwasher,1,1,1
9,11202027,Dishwasher,2,2,2
17,5202027,Dishwasher,1,1,1
9,4202018,Dishwasher,2,2,2
10,920202,Dishwasher,2,2,2
